ab,about,0.566667,above,0.3,able,0.1,
go,going,0.277778,go,0.240741,good,0.166667,
the,the,0.626703,they,0.153951,them,0.06812,
mer,merry,0.947368,merely,0.026316,
fro,frodo,0.490909,from,0.436364,front,0.072727,
gr,great,0.19697,ground,0.181818,grass,0.151515,
gol,goldberry,0.6,golden,0.4,
sam,sam,1,
